Nom de l'annonce,Produit,Créateur,Type de contenu,Angle marketing,Hook,Mois,Statut,Date de lancement,Budget dépensé (€),Conversions (achats),Revenu estimé (€),ROAS,Coût par conversion (€),Impressions,Clics,Taux de clic (%)
AG1_Témoignage_Camille_Routine_V126,Shaker,Camille Dubois,Témoignage,Routine matinale,3 mois plus tard...,Septembre 2025,Arrêtée,09/09/2025,2802,123,2970.12,1.06,22.78,391417,12525,3.2
AG1_UGC_Sophie_Énergie_V127,AG1 Travel Packs,Sophie Martin,UGC,Énergie quotidienne,Mon secret de productivité,Septembre 2025,Archivée,04/09/2025,2302,26,3591.12,1.56,88.54,390828,10943,2.8
AG1_Motion-Vidéo_Pierre_Voyage_V128,Shaker,Pierre Moreau,Motion/Vidéo,Voyage et santé,Mon avis honnête,Septembre 2025,Archivée,02/09/2025,3067,184,9538.37,3.11,16.67,81357,2685,3.3
AG1_Témoignage_Pierre_Immunité_V129,Omega-3,Pierre Moreau,Témoignage,Immunité,Pourquoi je ne peux plus m'en passer,Novembre 2025,Archivée,26/11/2025,5667,36,6517.05,1.15,157.42,271392,11398,4.2
AG1_Podcast_Sophie_Digestion_V130,Abonnement,Sophie Martin,Podcast,Digestion,Pourquoi je ne peux plus m'en passer,Août 2025,Arrêtée,11/08/2025,6449,12,27472.74,4.26,537.42,142306,5123,3.6
AG1_Podcast_Thomas_Focus_V131,Omega-3,Thomas Bernard,Podcast,Focus mental,Ce que personne ne dit,Octobre 2025,En pause,03/10/2025,6778,125,8201.38,1.21,54.22,341187,13989,4.1
AG1_Témoignage_Julie_Immunité_V132,AG1 Travel Packs,Julie Petit,Témoignage,Immunité,Ce qui a changé ma vie...,Novembre 2025,Archivée,18/11/2025,1668,213,3919.8,2.35,7.83,430815,12494,2.9
AG1_Motion-Vidéo_Pierre_Énergie_V133,AG1 Powder,Pierre Moreau,Motion/Vidéo,Énergie quotidienne,Mon secret de productivité,Septembre 2025,En pause,04/09/2025,7540,152,17643.6,2.34,49.61,223838,3358,1.5
AG1_Motion-Vidéo_Julie_Bien-être_V134,Abonnement,Julie Petit,Motion/Vidéo,Bien-être global,Pourquoi je ne peux plus m'en passer,Septembre 2025,Arrêtée,15/09/2025,5855,132,19145.85,3.27,44.36,375516,9388,2.5
AG1_Podcast_Sophie_Bien-être_V135,Vitamine D3+K2,Sophie Martin,Podcast,Bien-être global,3 mois plus tard...,Août 2025,En ligne,08/08/2025,769,13,1015.08,1.32,59.15,233712,10050,4.3
AG1_UGC_Sophie_Immunité_V136,AG1 Travel Packs,Sophie Martin,UGC,Immunité,Avant chaque entraînement...,Novembre 2025,En ligne,17/11/2025,3877,113,15973.24,4.12,34.31,393899,16544,4.2
AG1_Témoignage_Emma_Performance_V137,Vitamine D3+K2,Emma Laurent,Témoignage,Performance sportive,Mon secret de productivité,Novembre 2025,En ligne,21/11/2025,3449,91,5932.28,1.72,37.9,362195,15212,4.2
AG1_Imagestatique_Emma_Énergie_V138,Omega-3,Emma Laurent,Image statique,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Août 2025,Arrêtée,15/08/2025,6111,171,16438.59,2.69,35.74,57419,1493,2.6
AG1_Motion-Vidéo_Thomas_Focus_V139,Bundle Complet,Thomas Bernard,Motion/Vidéo,Focus mental,Ce que personne ne dit,Octobre 2025,Archivée,26/10/2025,6678,33,6544.44,0.98,202.36,410032,15581,3.8
AG1_Podcast_Thomas_Routine_V140,AG1 Powder,Thomas Bernard,Podcast,Routine matinale,Mon secret de productivité,Juillet 2025,Archivée,12/07/2025,5794,109,13326.2,2.3,53.16,135873,3261,2.4
AG1_UGC_Léa_Bien-être_V141,AG1 Travel Packs,Léa Garcia,UGC,Bien-être global,Mon secret de productivité,Octobre 2025,Archivée,13/10/2025,7614,71,30532.14,4.01,107.24,143542,6172,4.3
AG1_Témoignage_Marc_Énergie_V142,Shaker,Marc Dupont,Témoignage,Énergie quotidienne,Avant chaque entraînement...,Septembre 2025,En ligne,15/09/2025,5170,168,18146.7,3.51,30.77,38849,583,1.5
AG1_Motion-Vidéo_Julie_Énergie_V143,Shaker,Julie Petit,Motion/Vidéo,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Septembre 2025,En pause,12/09/2025,2888,241,12707.2,4.4,11.98,231775,3708,1.6
AG1_UGC_Thomas_Voyage_V144,Abonnement,Thomas Bernard,UGC,Voyage et santé,Pourquoi je ne peux plus m'en passer,Octobre 2025,Arrêtée,26/10/2025,3628,234,3301.48,0.91,15.5,258463,5428,2.1
AG1_UGC_Emma_Performance_V145,AG1 Powder,Emma Laurent,UGC,Performance sportive,3 mois plus tard...,Novembre 2025,Archivée,13/11/2025,2226,90,2982.84,1.34,24.73,156203,6248,4
AG1_Imagestatique_Antoine_Performance_V146,AG1 Travel Packs,Antoine Roux,Image statique,Performance sportive,Ce que personne ne dit,Octobre 2025,En pause,13/10/2025,7921,240,24159.05,3.05,33,341054,14665,4.3
AG1_Témoignage_Camille_Énergie_V147,Vitamine D3+K2,Camille Dubois,Témoignage,Énergie quotidienne,Mon avis honnête,Septembre 2025,Archivée,14/09/2025,2362,77,5999.48,2.54,30.68,34908,1187,3.4
AG1_Podcast_Emma_Immunité_V148,AG1 Travel Packs,Emma Laurent,Podcast,Immunité,Avant chaque entraînement...,Septembre 2025,En ligne,04/09/2025,1062,220,2155.86,2.03,4.83,279958,7279,2.6
AG1_UGC_Camille_Digestion_V149,AG1 Powder,Camille Dubois,UGC,Digestion,Mon secret de productivité,Novembre 2025,En ligne,11/11/2025,4546,57,19184.12,4.22,79.75,199254,8169,4.1
AG1_Témoignage_Antoine_Voyage_V150,Shaker,Antoine Roux,Témoignage,Voyage et santé,Ce que personne ne dit,Juillet 2025,En ligne,21/07/2025,2229,149,8492.49,3.81,14.96,55187,938,1.7
AG1_Témoignage_Studio_Routine_V151,Abonnement,Studio Interne,Témoignage,Routine matinale,Ce qui a changé ma vie...,Novembre 2025,En ligne,05/11/2025,3729,161,7756.32,2.08,23.16,252222,3783,1.5
AG1_Imagestatique_Camille_Bien-être_V152,AG1 Travel Packs,Camille Dubois,Image statique,Bien-être global,Mon avis honnête,Juillet 2025,En ligne,10/07/2025,5373,64,13593.69,2.53,83.95,396209,14264,3.6
AG1_Témoignage_Pierre_Immunité_V153,Vitamine D3+K2,Pierre Moreau,Témoignage,Immunité,Ce que personne ne dit,Août 2025,Arrêtée,24/08/2025,4912,184,21367.2,4.35,26.7,88403,3271,3.7
AG1_UGC_Studio_Focus_V154,AG1 Powder,Studio Interne,UGC,Focus mental,Ce qui a changé ma vie...,Septembre 2025,En ligne,16/09/2025,7948,83,27738.52,3.49,95.76,106692,2027,1.9
AG1_Motion-Vidéo_Pierre_Digestion_V155,AG1 Travel Packs,Pierre Moreau,Motion/Vidéo,Digestion,Ce que personne ne dit,Août 2025,En pause,11/08/2025,1968,70,7222.56,3.67,28.11,167675,7378,4.4
AG1_Imagestatique_Thomas_Voyage_V156,Bundle Complet,Thomas Bernard,Image statique,Voyage et santé,Ce qui a changé ma vie...,Octobre 2025,En ligne,23/10/2025,1839,204,3659.61,1.99,9.01,316206,12964,4.1
AG1_UGC_Camille_Performance_V157,Bundle Complet,Camille Dubois,UGC,Performance sportive,La vérité sur AG1,Novembre 2025,Arrêtée,05/11/2025,2400,217,7248,3.02,11.06,442286,16365,3.7
AG1_Témoignage_Léa_Performance_V158,Bundle Complet,Léa Garcia,Témoignage,Performance sportive,Mon avis honnête,Octobre 2025,En ligne,20/10/2025,1551,135,6219.51,4.01,11.49,182194,7652,4.2
AG1_Motion-Vidéo_Studio_Voyage_V159,Vitamine D3+K2,Studio Interne,Motion/Vidéo,Voyage et santé,Ce qui a changé ma vie...,Juillet 2025,Archivée,13/07/2025,3423,202,8180.97,2.39,16.95,384700,16542,4.3
AG1_Imagestatique_Studio_Énergie_V160,AG1 Travel Packs,Studio Interne,Image statique,Énergie quotidienne,Mon secret de productivité,Octobre 2025,En ligne,21/10/2025,6452,138,23227.2,3.6,46.75,162263,2758,1.7
AG1_Témoignage_Sophie_Énergie_V161,Abonnement,Sophie Martin,Témoignage,Énergie quotidienne,Mon secret de productivité,Septembre 2025,En ligne,17/09/2025,2393,176,10481.34,4.38,13.6,290876,5236,1.8
AG1_Podcast_Thomas_Routine_V162,AG1 Travel Packs,Thomas Bernard,Podcast,Routine matinale,Mon secret de productivité,Octobre 2025,En ligne,10/10/2025,3816,220,10684.8,2.8,17.35,366882,12107,3.3
AG1_UGC_Pierre_Routine_V163,Omega-3,Pierre Moreau,UGC,Routine matinale,3 mois plus tard...,Octobre 2025,Arrêtée,20/10/2025,913,183,1698.18,1.86,4.99,415716,7899,1.9
AG1_Imagestatique_Camille_Immunité_V164,Vitamine D3+K2,Camille Dubois,Image statique,Immunité,Ce que personne ne dit,Août 2025,En ligne,06/08/2025,7680,86,14284.8,1.86,89.3,321437,8036,2.5
AG1_Podcast_Pierre_Immunité_V165,AG1 Powder,Pierre Moreau,Podcast,Immunité,La vérité sur AG1,Août 2025,Archivée,25/08/2025,7982,73,9099.48,1.14,109.34,385490,16576,4.3
AG1_Podcast_Antoine_Bien-être_V166,Omega-3,Antoine Roux,Podcast,Bien-être global,Pourquoi je ne peux plus m'en passer,Septembre 2025,En pause,25/09/2025,6499,148,8903.63,1.37,43.91,469772,15972,3.4
AG1_Imagestatique_Antoine_Digestion_V167,AG1 Travel Packs,Antoine Roux,Image statique,Digestion,3 mois plus tard...,Octobre 2025,Arrêtée,18/10/2025,3362,10,14187.64,4.22,336.2,284192,8242,2.9
AG1_Imagestatique_Camille_Voyage_V168,Bundle Complet,Camille Dubois,Image statique,Voyage et santé,Mon secret de productivité,Septembre 2025,Archivée,15/09/2025,6247,12,20365.22,3.26,520.58,273229,10929,4
AG1_Imagestatique_Marc_Bien-être_V169,Omega-3,Marc Dupont,Image statique,Bien-être global,Mon secret de productivité,Août 2025,En ligne,14/08/2025,4309,118,8100.92,1.88,36.52,351055,9830,2.8
AG1_Témoignage_Julie_Performance_V170,Abonnement,Julie Petit,Témoignage,Performance sportive,La vérité sur AG1,Août 2025,En pause,08/08/2025,2667,71,2880.36,1.08,37.56,304412,10654,3.5
AG1_Motion-Vidéo_Thomas_Immunité_V171,Abonnement,Thomas Bernard,Motion/Vidéo,Immunité,Avant chaque entraînement...,Juillet 2025,Arrêtée,10/07/2025,684,65,1922.04,2.81,10.52,403877,9289,2.3
AG1_UGC_Antoine_Performance_V172,Bundle Complet,Antoine Roux,UGC,Performance sportive,La vérité sur AG1,Septembre 2025,Archivée,25/09/2025,6898,180,6415.14,0.93,38.32,114313,1829,1.6
AG1_Podcast_Léa_Bien-être_V173,AG1 Powder,Léa Garcia,Podcast,Bien-être global,Ce qui a changé ma vie...,Novembre 2025,Arrêtée,12/11/2025,6780,225,28340.4,4.18,30.13,259297,10631,4.1
AG1_UGC_Studio_Immunité_V174,Abonnement,Studio Interne,UGC,Immunité,Avant chaque entraînement...,Septembre 2025,En pause,10/09/2025,3120,50,11388,3.65,62.4,91850,2939,3.2
AG1_Motion-Vidéo_Léa_Performance_V175,AG1 Travel Packs,Léa Garcia,Motion/Vidéo,Performance sportive,Mon secret de productivité,Novembre 2025,Archivée,24/11/2025,4094,15,13059.86,3.19,272.93,319781,5756,1.8
AG1_Témoignage_Thomas_Immunité_V176,Omega-3,Thomas Bernard,Témoignage,Immunité,Avant chaque entraînement...,Novembre 2025,En ligne,03/11/2025,4864,22,18240,3.75,221.09,218217,7419,3.4
AG1_Témoignage_Sophie_Routine_V177,Shaker,Sophie Martin,Témoignage,Routine matinale,Mon secret de productivité,Juillet 2025,Archivée,13/07/2025,4181,248,9574.49,2.29,16.86,433787,13014,3
AG1_Motion-Vidéo_Marc_Performance_V178,Bundle Complet,Marc Dupont,Motion/Vidéo,Performance sportive,Ce qui a changé ma vie...,Octobre 2025,Archivée,18/10/2025,1970,24,1851.8,0.94,82.08,134766,3504,2.6
AG1_Podcast_Julie_Routine_V179,Omega-3,Julie Petit,Podcast,Routine matinale,Ce que personne ne dit,Novembre 2025,En pause,13/11/2025,7973,18,31254.16,3.92,442.94,129766,5191,4
AG1_Podcast_Marc_Digestion_V180,Vitamine D3+K2,Marc Dupont,Podcast,Digestion,Mon avis honnête,Août 2025,En pause,17/08/2025,4891,94,10955.84,2.24,52.03,491469,7864,1.6
AG1_Témoignage_Emma_Focus_V181,Omega-3,Emma Laurent,Témoignage,Focus mental,La vérité sur AG1,Août 2025,En ligne,13/08/2025,4003,41,10527.89,2.63,97.63,475105,10927,2.3
AG1_Motion-Vidéo_Pierre_Bien-être_V182,Abonnement,Pierre Moreau,Motion/Vidéo,Bien-être global,3 mois plus tard...,Novembre 2025,En pause,12/11/2025,3645,166,15491.25,4.25,21.96,497043,11929,2.4
AG1_Motion-Vidéo_Léa_Focus_V183,Omega-3,Léa Garcia,Motion/Vidéo,Focus mental,Mon avis honnête,Novembre 2025,Arrêtée,01/11/2025,2551,72,2372.43,0.93,35.43,186094,4094,2.2
AG1_UGC_Studio_Routine_V184,AG1 Travel Packs,Studio Interne,UGC,Routine matinale,Mon avis honnête,Juillet 2025,Archivée,06/07/2025,6870,70,10854.6,1.58,98.14,247203,6427,2.6
AG1_Témoignage_Pierre_Focus_V185,Bundle Complet,Pierre Moreau,Témoignage,Focus mental,Mon secret de productivité,Octobre 2025,En ligne,04/10/2025,3618,170,14110.2,3.9,21.28,458165,20159,4.4
AG1_Podcast_Pierre_Focus_V186,Vitamine D3+K2,Pierre Moreau,Podcast,Focus mental,Ce que personne ne dit,Août 2025,Archivée,02/08/2025,4642,129,9516.1,2.05,35.98,200223,5206,2.6
AG1_Imagestatique_Antoine_Énergie_V187,Abonnement,Antoine Roux,Image statique,Énergie quotidienne,La vérité sur AG1,Juillet 2025,Archivée,22/07/2025,3021,83,3292.89,1.09,36.4,87060,3308,3.8
AG1_Podcast_Antoine_Routine_V188,Bundle Complet,Antoine Roux,Podcast,Routine matinale,3 mois plus tard...,Juillet 2025,En ligne,05/07/2025,7080,173,26196,3.7,40.92,452893,9511,2.1
AG1_Témoignage_Sophie_Bien-être_V189,AG1 Powder,Sophie Martin,Témoignage,Bien-être global,Pourquoi je ne peux plus m'en passer,Novembre 2025,Archivée,09/11/2025,7191,205,8341.56,1.16,35.08,257156,7458,2.9
AG1_Motion-Vidéo_Sophie_Énergie_V190,Bundle Complet,Sophie Martin,Motion/Vidéo,Énergie quotidienne,Mon avis honnête,Novembre 2025,Arrêtée,13/11/2025,7727,183,22717.38,2.94,42.22,158308,4749,3
AG1_Imagestatique_Sophie_Immunité_V191,AG1 Powder,Sophie Martin,Image statique,Immunité,3 mois plus tard...,Juillet 2025,En ligne,22/07/2025,4358,54,5098.86,1.17,80.7,136823,2052,1.5
AG1_Imagestatique_Emma_Bien-être_V192,AG1 Travel Packs,Emma Laurent,Image statique,Bien-être global,Ce qui a changé ma vie...,Octobre 2025,Arrêtée,01/10/2025,5177,5,12994.27,2.51,1035.4,389915,16376,4.2
AG1_Témoignage_Antoine_Digestion_V193,Shaker,Antoine Roux,Témoignage,Digestion,La vérité sur AG1,Août 2025,En pause,11/08/2025,5408,145,17630.08,3.26,37.3,194403,7193,3.7
AG1_UGC_Sophie_Bien-être_V194,Abonnement,Sophie Martin,UGC,Bien-être global,La vérité sur AG1,Juillet 2025,Arrêtée,04/07/2025,3194,28,8080.82,2.53,114.07,238296,4289,1.8
AG1_Motion-Vidéo_Antoine_Immunité_V195,AG1 Travel Packs,Antoine Roux,Motion/Vidéo,Immunité,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,11/09/2025,2126,146,6122.88,2.88,14.56,287052,12343,4.3
AG1_UGC_Thomas_Routine_V196,AG1 Travel Packs,Thomas Bernard,UGC,Routine matinale,La vérité sur AG1,Novembre 2025,Archivée,08/11/2025,4537,44,10480.47,2.31,103.11,115586,3352,2.9
AG1_Témoignage_Pierre_Digestion_V197,Omega-3,Pierre Moreau,Témoignage,Digestion,Avant chaque entraînement...,Novembre 2025,En pause,06/11/2025,2920,219,3358,1.15,13.33,305080,10983,3.6
AG1_Motion-Vidéo_Sophie_Voyage_V198,AG1 Travel Packs,Sophie Martin,Motion/Vidéo,Voyage et santé,3 mois plus tard...,Juillet 2025,En ligne,27/07/2025,1088,76,1109.76,1.02,14.32,34699,902,2.6
AG1_Imagestatique_Emma_Bien-être_V199,Vitamine D3+K2,Emma Laurent,Image statique,Bien-être global,3 mois plus tard...,Juillet 2025,En ligne,21/07/2025,5279,67,5648.53,1.07,78.79,89931,2338,2.6
AG1_Motion-Vidéo_Pierre_Digestion_V200,AG1 Powder,Pierre Moreau,Motion/Vidéo,Digestion,Mon secret de productivité,Juillet 2025,Arrêtée,13/07/2025,6082,50,24753.74,4.07,121.64,103140,3507,3.4
AG1_Podcast_Thomas_Routine_V201,AG1 Powder,Thomas Bernard,Podcast,Routine matinale,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,22/09/2025,2749,102,8576.88,3.12,26.95,303808,6684,2.2
AG1_Motion-Vidéo_Thomas_Digestion_V202,Omega-3,Thomas Bernard,Motion/Vidéo,Digestion,Ce qui a changé ma vie...,Août 2025,Arrêtée,19/08/2025,3063,169,8484.51,2.77,18.12,356605,12125,3.4
AG1_UGC_Léa_Énergie_V203,Vitamine D3+K2,Léa Garcia,UGC,Énergie quotidienne,Ce qui a changé ma vie...,Septembre 2025,Arrêtée,21/09/2025,1702,196,3761.42,2.21,8.68,140144,2523,1.8
AG1_Témoignage_Pierre_Performance_V204,AG1 Travel Packs,Pierre Moreau,Témoignage,Performance sportive,Avant chaque entraînement...,Novembre 2025,En pause,05/11/2025,4904,49,4217.44,0.86,100.08,229250,10087,4.40
AG1_UGC_Léa_Routine_V205,Bundle Complet,Léa Garcia,UGC,Routine matinale,Pourquoi je ne peux plus m'en passer,Septembre 2025,En ligne,08/09/2025,7609,126,33707.87,4.43,60.39,64035,2625,4.1
AG1_Témoignage_Thomas_Performance_V206,Vitamine D3+K2,Thomas Bernard,Témoignage,Performance sportive,Mon avis honnête,Août 2025,Archivée,15/08/2025,3288,57,11244.96,3.42,57.68,210149,7355,3.5
AG1_Motion-Vidéo_Julie_Voyage_V207,Bundle Complet,Julie Petit,Motion/Vidéo,Voyage et santé,Mon avis honnête,Septembre 2025,Archivée,06/09/2025,5522,216,23247.62,4.21,25.56,298067,4471,1.5
AG1_Imagestatique_Sophie_Routine_V208,Vitamine D3+K2,Sophie Martin,Image statique,Routine matinale,Avant chaque entraînement...,Novembre 2025,En pause,05/11/2025,2777,154,5776.16,2.08,18.03,199068,4180,2.1
AG1_Imagestatique_Julie_Énergie_V209,AG1 Travel Packs,Julie Petit,Image statique,Énergie quotidienne,La vérité sur AG1,Octobre 2025,En ligne,25/10/2025,7262,221,20043.12,2.76,32.86,224623,5166,2.3
AG1_Podcast_Marc_Voyage_V210,Bundle Complet,Marc Dupont,Podcast,Voyage et santé,Ce que personne ne dit,Octobre 2025,Arrêtée,25/10/2025,755,115,2461.3,3.26,6.57,58425,1577,2.7
AG1_Imagestatique_Camille_Digestion_V211,Vitamine D3+K2,Camille Dubois,Image statique,Digestion,Avant chaque entraînement...,Juillet 2025,Archivée,12/07/2025,1662,217,2443.14,1.47,7.66,101544,2742,2.7
AG1_Podcast_Léa_Digestion_V212,Omega-3,Léa Garcia,Podcast,Digestion,La vérité sur AG1,Novembre 2025,En ligne,17/11/2025,7345,185,28351.7,3.86,39.7,443224,16399,3.7
AG1_Podcast_Julie_Bien-être_V213,Abonnement,Julie Petit,Podcast,Bien-être global,Avant chaque entraînement...,Novembre 2025,En ligne,17/11/2025,750,94,1177.5,1.57,7.98,411420,16045,3.9
AG1_Imagestatique_Studio_Immunité_V214,AG1 Travel Packs,Studio Interne,Image statique,Immunité,Ce que personne ne dit,Novembre 2025,En pause,03/11/2025,7258,116,6895.1,0.95,62.57,193516,5031,2.6
AG1_Témoignage_Sophie_Bien-être_V215,Shaker,Sophie Martin,Témoignage,Bien-être global,Mon avis honnête,Août 2025,En pause,05/08/2025,3309,51,13136.73,3.97,64.88,98999,4158,4.2
AG1_Témoignage_Emma_Focus_V216,AG1 Travel Packs,Emma Laurent,Témoignage,Focus mental,Avant chaque entraînement...,Novembre 2025,Archivée,21/11/2025,7296,123,15248.64,2.09,59.32,112904,1919,1.7
AG1_Motion-Vidéo_Camille_Énergie_V217,AG1 Travel Packs,Camille Dubois,Motion/Vidéo,Énergie quotidienne,La vérité sur AG1,Octobre 2025,Archivée,12/10/2025,837,60,1054.62,1.26,13.95,369021,7011,1.9
AG1_Podcast_Thomas_Énergie_V218,AG1 Travel Packs,Thomas Bernard,Podcast,Énergie quotidienne,Mon secret de productivité,Juillet 2025,En ligne,17/07/2025,6929,243,10185.63,1.47,28.51,240237,4084,1.7
AG1_Podcast_Julie_Énergie_V219,Omega-3,Julie Petit,Podcast,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Novembre 2025,Archivée,22/11/2025,2171,200,4559.1,2.1,10.86,385713,16971,4.4
AG1_UGC_Camille_Bien-être_V220,Shaker,Camille Dubois,UGC,Bien-être global,Mon avis honnête,Septembre 2025,En pause,03/09/2025,6823,138,14737.68,2.16,49.44,183763,3124,1.7
AG1_Imagestatique_Emma_Digestion_V221,Abonnement,Emma Laurent,Image statique,Digestion,Ce qui a changé ma vie...,Octobre 2025,En ligne,01/10/2025,6995,212,13500.35,1.93,33,312158,4682,1.5
AG1_Imagestatique_Sophie_Performance_V222,Bundle Complet,Sophie Martin,Image statique,Performance sportive,Ce que personne ne dit,Novembre 2025,En ligne,04/11/2025,1617,30,4123.35,2.55,53.9,412631,17331,4.2
AG1_Motion-Vidéo_Emma_Bien-être_V223,Shaker,Emma Laurent,Motion/Vidéo,Bien-être global,Ce qui a changé ma vie...,Octobre 2025,En pause,03/10/2025,5210,41,19224.9,3.69,127.07,422784,6342,1.5
AG1_Imagestatique_Camille_Focus_V224,Shaker,Camille Dubois,Image statique,Focus mental,Avant chaque entraînement...,Août 2025,En pause,24/08/2025,4947,147,16028.28,3.24,33.65,280019,10921,3.9
AG1_Motion-Vidéo_Julie_Digestion_V225,Bundle Complet,Julie Petit,Motion/Vidéo,Digestion,Mon avis honnête,Août 2025,Archivée,06/08/2025,6139,231,5218.15,0.85,26.58,84527,1691,2
AG1_Podcast_Studio_Routine_V226,Omega-3,Studio Interne,Podcast,Routine matinale,La vérité sur AG1,Octobre 2025,En pause,18/10/2025,4528,66,12723.68,2.81,68.61,137655,2340,1.7
AG1_Podcast_Marc_Digestion_V227,AG1 Travel Packs,Marc Dupont,Podcast,Digestion,Ce que personne ne dit,Septembre 2025,Archivée,05/09/2025,6921,85,26161.38,3.78,81.42,240995,3615,1.5
AG1_Témoignage_Studio_Focus_V228,Omega-3,Studio Interne,Témoignage,Focus mental,Pourquoi je ne peux plus m'en passer,Juillet 2025,En ligne,27/07/2025,1955,46,4535.6,2.32,42.5,470264,12227,2.6
AG1_Podcast_Julie_Routine_V229,Vitamine D3+K2,Julie Petit,Podcast,Routine matinale,Pourquoi je ne peux plus m'en passer,Août 2025,En ligne,05/08/2025,4262,121,16366.08,3.84,35.22,71712,1936,2.7
AG1_Motion-Vidéo_Thomas_Énergie_V230,Vitamine D3+K2,Thomas Bernard,Motion/Vidéo,Énergie quotidienne,Pourquoi je ne peux plus m'en passer,Septembre 2025,En ligne,13/09/2025,5307,219,12099.96,2.28,24.23,485491,15050,3.1
AG1_Imagestatique_Léa_Immunité_V231,Abonnement,Léa Garcia,Image statique,Immunité,3 mois plus tard...,Août 2025,En ligne,07/08/2025,6072,13,7954.32,1.31,467.08,79300,1190,1.5
AG1_Témoignage_Sophie_Performance_V232,Omega-3,Sophie Martin,Témoignage,Performance sportive,La vérité sur AG1,Août 2025,En pause,12/08/2025,2411,71,6630.25,2.75,33.96,266719,6935,2.6
AG1_UGC_Thomas_Énergie_V233,AG1 Travel Packs,Thomas Bernard,UGC,Énergie quotidienne,Mon avis honnête,Octobre 2025,En ligne,13/10/2025,6694,152,23161.24,3.46,44.04,396095,17032,4.3
AG1_Podcast_Studio_Voyage_V234,Shaker,Studio Interne,Podcast,Voyage et santé,Ce qui a changé ma vie...,Septembre 2025,Archivée,11/09/2025,3928,184,15869.12,4.04,21.35,322929,13886,4.3
AG1_Motion-Vidéo_Pierre_Performance_V235,Vitamine D3+K2,Pierre Moreau,Motion/Vidéo,Performance sportive,Ce qui a changé ma vie...,Août 2025,Archivée,11/08/2025,600,62,1668,2.78,9.68,474905,20421,4.3
AG1_Témoignage_Thomas_Immunité_V236,AG1 Powder,Thomas Bernard,Témoignage,Immunité,Avant chaque entraînement...,Novembre 2025,En ligne,03/11/2025,1908,70,7403.04,3.88,27.26,35177,1196,3.4
AG1_Témoignage_Camille_Performance_V237,AG1 Travel Packs,Camille Dubois,Témoignage,Performance sportive,Ce que personne ne dit,Novembre 2025,En pause,13/11/2025,4755,153,4184.4,0.88,31.08,110809,2438,2.2
